geolocation,Year,indicator,value,Target_Number
Region 9: Zamboanga Peninsula,2011,1.4.1 Net JHS Enrolment Rate (Boys),45.21,1.4.
Region 9: Zamboanga Peninsula,2012,1.4.1 Net JHS Enrolment Rate (Boys),45.46,1.4.
Region 9: Zamboanga Peninsula,2013,1.4.1 Net JHS Enrolment Rate (Boys),46.55,1.4.
Region 9: Zamboanga Peninsula,2014,1.4.1 Net JHS Enrolment Rate (Boys),46.69,1.4.
Region 9: Zamboanga Peninsula,2015,1.4.1 Net JHS Enrolment Rate (Boys),55.14,1.4.
Region 9: Zamboanga Peninsula,2016,1.4.1 Net JHS Enrolment Rate (Boys),55.73,1.4.
Region 9: Zamboanga Peninsula,2017,1.4.1 Net JHS Enrolment Rate (Boys),59.49,1.4.
Region 9: Zamboanga Peninsula,2018,1.4.1 Net JHS Enrolment Rate (Boys),68.79,1.4.
Region 9: Zamboanga Peninsula,2019,1.4.1 Net JHS Enrolment Rate (Boys),69.13,1.4.
Region 9: Zamboanga Peninsula,2020,1.4.1 Net JHS Enrolment Rate (Boys),70.346,1.4.
Region 9: Zamboanga Peninsula,2021,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
Region 9: Zamboanga Peninsula,2022,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
Region 10: Northern Mindanao,2000,1.4.1 Net JHS Enrolment Rate (Boys),52.88,1.4.
Region 10: Northern Mindanao,2001,1.4.1 Net JHS Enrolment Rate (Boys),46.57,1.4.
Region 10: Northern Mindanao,2002,1.4.1 Net JHS Enrolment Rate (Boys),48.38,1.4.
Region 10: Northern Mindanao,2003,1.4.1 Net JHS Enrolment Rate (Boys),48.42,1.4.
Region 10: Northern Mindanao,2004,1.4.1 Net JHS Enrolment Rate (Boys),46.66,1.4.
Region 10: Northern Mindanao,2005,1.4.1 Net JHS Enrolment Rate (Boys),45.78,1.4.
Region 10: Northern Mindanao,2006,1.4.1 Net JHS Enrolment Rate (Boys),45.85,1.4.
Region 10: Northern Mindanao,2007,1.4.1 Net JHS Enrolment Rate (Boys),46.59,1.4.
Region 10: Northern Mindanao,2008,1.4.1 Net JHS Enrolment Rate (Boys),45.78,1.4.
Region 10: Northern Mindanao,2009,1.4.1 Net JHS Enrolment Rate (Boys),45.47,1.4.
Region 10: Northern Mindanao,2010,1.4.1 Net JHS Enrolment Rate (Boys),49.75,1.4.
Region 10: Northern Mindanao,2011,1.4.1 Net JHS Enrolment Rate (Boys),50.05,1.4.
Region 10: Northern Mindanao,2012,1.4.1 Net JHS Enrolment Rate (Boys),51.76,1.4.
Region 10: Northern Mindanao,2013,1.4.1 Net JHS Enrolment Rate (Boys),50.8,1.4.
Region 10: Northern Mindanao,2014,1.4.1 Net JHS Enrolment Rate (Boys),51.56,1.4.
Region 10: Northern Mindanao,2015,1.4.1 Net JHS Enrolment Rate (Boys),57.9,1.4.
Region 10: Northern Mindanao,2016,1.4.1 Net JHS Enrolment Rate (Boys),59.33,1.4.
Region 10: Northern Mindanao,2017,1.4.1 Net JHS Enrolment Rate (Boys),62.55,1.4.
Region 10: Northern Mindanao,2018,1.4.1 Net JHS Enrolment Rate (Boys),70.83,1.4.
Region 10: Northern Mindanao,2019,1.4.1 Net JHS Enrolment Rate (Boys),72.47,1.4.
Region 10: Northern Mindanao,2020,1.4.1 Net JHS Enrolment Rate (Boys),72.9159,1.4.
Region 10: Northern Mindanao,2021,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
Region 10: Northern Mindanao,2022,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
Region 11: Davao Region,2000,1.4.1 Net JHS Enrolment Rate (Boys),54.01,1.4.
Region 11: Davao Region,2001,1.4.1 Net JHS Enrolment Rate (Boys),44.33,1.4.
Region 11: Davao Region,2002,1.4.1 Net JHS Enrolment Rate (Boys),47.55,1.4.
Region 11: Davao Region,2003,1.4.1 Net JHS Enrolment Rate (Boys),46.92,1.4.
Region 11: Davao Region,2004,1.4.1 Net JHS Enrolment Rate (Boys),46.1,1.4.
Region 11: Davao Region,2005,1.4.1 Net JHS Enrolment Rate (Boys),43.64,1.4.
Region 11: Davao Region,2006,1.4.1 Net JHS Enrolment Rate (Boys),42.84,1.4.
Region 11: Davao Region,2007,1.4.1 Net JHS Enrolment Rate (Boys),44.38,1.4.
Region 11: Davao Region,2008,1.4.1 Net JHS Enrolment Rate (Boys),43.89,1.4.
Region 11: Davao Region,2009,1.4.1 Net JHS Enrolment Rate (Boys),49.61,1.4.
Region 11: Davao Region,2010,1.4.1 Net JHS Enrolment Rate (Boys),50.3,1.4.
Region 11: Davao Region,2011,1.4.1 Net JHS Enrolment Rate (Boys),50.74,1.4.
Region 11: Davao Region,2012,1.4.1 Net JHS Enrolment Rate (Boys),51.4,1.4.
Region 11: Davao Region,2013,1.4.1 Net JHS Enrolment Rate (Boys),53.81,1.4.
Region 11: Davao Region,2014,1.4.1 Net JHS Enrolment Rate (Boys),53.82,1.4.
Region 11: Davao Region,2015,1.4.1 Net JHS Enrolment Rate (Boys),61.79,1.4.
Region 11: Davao Region,2016,1.4.1 Net JHS Enrolment Rate (Boys),64.16,1.4.
Region 11: Davao Region,2017,1.4.1 Net JHS Enrolment Rate (Boys),68.28,1.4.
Region 11: Davao Region,2018,1.4.1 Net JHS Enrolment Rate (Boys),77.01,1.4.
Region 11: Davao Region,2019,1.4.1 Net JHS Enrolment Rate (Boys),80.15,1.4.
Region 11: Davao Region,2020,1.4.1 Net JHS Enrolment Rate (Boys),76.6309,1.4.
Region 11: Davao Region,2021,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
Region 11: Davao Region,2022,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
Region 12: SOCCSKSARGEN,2000,1.4.1 Net JHS Enrolment Rate (Boys),66.41,1.4.
Region 12: SOCCSKSARGEN,2001,1.4.1 Net JHS Enrolment Rate (Boys),45.97,1.4.
Region 12: SOCCSKSARGEN,2002,1.4.1 Net JHS Enrolment Rate (Boys),47.97,1.4.
Region 12: SOCCSKSARGEN,2003,1.4.1 Net JHS Enrolment Rate (Boys),48.37,1.4.
Region 12: SOCCSKSARGEN,2004,1.4.1 Net JHS Enrolment Rate (Boys),49.55,1.4.
Region 12: SOCCSKSARGEN,2005,1.4.1 Net JHS Enrolment Rate (Boys),46.06,1.4.
Region 12: SOCCSKSARGEN,2006,1.4.1 Net JHS Enrolment Rate (Boys),43.84,1.4.
Region 12: SOCCSKSARGEN,2007,1.4.1 Net JHS Enrolment Rate (Boys),45.43,1.4.
Region 12: SOCCSKSARGEN,2008,1.4.1 Net JHS Enrolment Rate (Boys),46.47,1.4.
Region 12: SOCCSKSARGEN,2009,1.4.1 Net JHS Enrolment Rate (Boys),46.05,1.4.
Region 12: SOCCSKSARGEN,2010,1.4.1 Net JHS Enrolment Rate (Boys),48.77,1.4.
Region 12: SOCCSKSARGEN,2011,1.4.1 Net JHS Enrolment Rate (Boys),48.51,1.4.
Region 12: SOCCSKSARGEN,2012,1.4.1 Net JHS Enrolment Rate (Boys),49.36,1.4.
Region 12: SOCCSKSARGEN,2013,1.4.1 Net JHS Enrolment Rate (Boys),50.45,1.4.
Region 12: SOCCSKSARGEN,2014,1.4.1 Net JHS Enrolment Rate (Boys),51.82,1.4.
Region 12: SOCCSKSARGEN,2015,1.4.1 Net JHS Enrolment Rate (Boys),58.48,1.4.
Region 12: SOCCSKSARGEN,2016,1.4.1 Net JHS Enrolment Rate (Boys),58.99,1.4.
Region 12: SOCCSKSARGEN,2017,1.4.1 Net JHS Enrolment Rate (Boys),62.26,1.4.
Region 12: SOCCSKSARGEN,2018,1.4.1 Net JHS Enrolment Rate (Boys),69.11,1.4.
Region 12: SOCCSKSARGEN,2019,1.4.1 Net JHS Enrolment Rate (Boys),70.7,1.4.
Region 12: SOCCSKSARGEN,2020,1.4.1 Net JHS Enrolment Rate (Boys),72.5433,1.4.
Region 12: SOCCSKSARGEN,2021,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
Region 12: SOCCSKSARGEN,2022,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
CAR: Cordillera Administrative Region,2000,1.4.1 Net JHS Enrolment Rate (Boys),66.14,1.4.
CAR: Cordillera Administrative Region,2001,1.4.1 Net JHS Enrolment Rate (Boys),54.08,1.4.
CAR: Cordillera Administrative Region,2002,1.4.1 Net JHS Enrolment Rate (Boys),52.05,1.4.
CAR: Cordillera Administrative Region,2003,1.4.1 Net JHS Enrolment Rate (Boys),55.02,1.4.
CAR: Cordillera Administrative Region,2004,1.4.1 Net JHS Enrolment Rate (Boys),53.87,1.4.
CAR: Cordillera Administrative Region,2005,1.4.1 Net JHS Enrolment Rate (Boys),50.96,1.4.
CAR: Cordillera Administrative Region,2006,1.4.1 Net JHS Enrolment Rate (Boys),52.74,1.4.
CAR: Cordillera Administrative Region,2007,1.4.1 Net JHS Enrolment Rate (Boys),50.71,1.4.
CAR: Cordillera Administrative Region,2008,1.4.1 Net JHS Enrolment Rate (Boys),51.74,1.4.
CAR: Cordillera Administrative Region,2009,1.4.1 Net JHS Enrolment Rate (Boys),58,1.4.
CAR: Cordillera Administrative Region,2010,1.4.1 Net JHS Enrolment Rate (Boys),57.03,1.4.
CAR: Cordillera Administrative Region,2011,1.4.1 Net JHS Enrolment Rate (Boys),61.47,1.4.
CAR: Cordillera Administrative Region,2012,1.4.1 Net JHS Enrolment Rate (Boys),63.61,1.4.
CAR: Cordillera Administrative Region,2013,1.4.1 Net JHS Enrolment Rate (Boys),65.3,1.4.
CAR: Cordillera Administrative Region,2014,1.4.1 Net JHS Enrolment Rate (Boys),65.74,1.4.
CAR: Cordillera Administrative Region,2015,1.4.1 Net JHS Enrolment Rate (Boys),70.56,1.4.
CAR: Cordillera Administrative Region,2016,1.4.1 Net JHS Enrolment Rate (Boys),72.37,1.4.
CAR: Cordillera Administrative Region,2017,1.4.1 Net JHS Enrolment Rate (Boys),74.31,1.4.
CAR: Cordillera Administrative Region,2018,1.4.1 Net JHS Enrolment Rate (Boys),79.4,1.4.
CAR: Cordillera Administrative Region,2019,1.4.1 Net JHS Enrolment Rate (Boys),80.81,1.4.
CAR: Cordillera Administrative Region,2020,1.4.1 Net JHS Enrolment Rate (Boys),81.866,1.4.
CAR: Cordillera Administrative Region,2021,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
CAR: Cordillera Administrative Region,2022,1.4.1 Net JHS Enrolment Rate (Boys),,1.4.
NCR: National Capital Region,2000,1.4.1 Net JHS Enrolment Rate (Girls),79.5,1.4.
NCR: National Capital Region,2001,1.4.1 Net JHS Enrolment Rate (Girls),73.86,1.4.
NCR: National Capital Region,2002,1.4.1 Net JHS Enrolment Rate (Girls),77.94,1.4.
NCR: National Capital Region,2003,1.4.1 Net JHS Enrolment Rate (Girls),78.77,1.4.
NCR: National Capital Region,2004,1.4.1 Net JHS Enrolment Rate (Girls),79.06,1.4.
NCR: National Capital Region,2005,1.4.1 Net JHS Enrolment Rate (Girls),77.28,1.4.
NCR: National Capital Region,2006,1.4.1 Net JHS Enrolment Rate (Girls),77.3,1.4.
NCR: National Capital Region,2007,1.4.1 Net JHS Enrolment Rate (Girls),82.18,1.4.
NCR: National Capital Region,2008,1.4.1 Net JHS Enrolment Rate (Girls),82.15,1.4.
NCR: National Capital Region,2009,1.4.1 Net JHS Enrolment Rate (Girls),79.74,1.4.
NCR: National Capital Region,2010,1.4.1 Net JHS Enrolment Rate (Girls),83.2,1.4.
NCR: National Capital Region,2011,1.4.1 Net JHS Enrolment Rate (Girls),83.41,1.4.
NCR: National Capital Region,2012,1.4.1 Net JHS Enrolment Rate (Girls),85.14,1.4.
NCR: National Capital Region,2013,1.4.1 Net JHS Enrolment Rate (Girls),85.54,1.4.
NCR: National Capital Region,2014,1.4.1 Net JHS Enrolment Rate (Girls),83.49,1.4.
NCR: National Capital Region,2015,1.4.1 Net JHS Enrolment Rate (Girls),88.99,1.4.
NCR: National Capital Region,2016,1.4.1 Net JHS Enrolment Rate (Girls),88.33,1.4.
NCR: National Capital Region,2017,1.4.1 Net JHS Enrolment Rate (Girls),89.56,1.4.
NCR: National Capital Region,2018,1.4.1 Net JHS Enrolment Rate (Girls),92.64,1.4.
NCR: National Capital Region,2019,1.4.1 Net JHS Enrolment Rate (Girls),93.47,1.4.
NCR: National Capital Region,2020,1.4.1 Net JHS Enrolment Rate (Girls),88.9647,1.4.
NCR: National Capital Region,2021,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
NCR: National Capital Region,2022,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 1: Ilocos Region,2000,1.4.1 Net JHS Enrolment Rate (Girls),90.05,1.4.
Region 1: Ilocos Region,2001,1.4.1 Net JHS Enrolment Rate (Girls),71.73,1.4.
Region 1: Ilocos Region,2002,1.4.1 Net JHS Enrolment Rate (Girls),71.88,1.4.
Region 1: Ilocos Region,2003,1.4.1 Net JHS Enrolment Rate (Girls),71.86,1.4.
Region 1: Ilocos Region,2004,1.4.1 Net JHS Enrolment Rate (Girls),71.29,1.4.
Region 1: Ilocos Region,2005,1.4.1 Net JHS Enrolment Rate (Girls),69.64,1.4.
Region 1: Ilocos Region,2006,1.4.1 Net JHS Enrolment Rate (Girls),72.1,1.4.
Region 1: Ilocos Region,2007,1.4.1 Net JHS Enrolment Rate (Girls),70.85,1.4.
Region 1: Ilocos Region,2008,1.4.1 Net JHS Enrolment Rate (Girls),71.32,1.4.
Region 1: Ilocos Region,2009,1.4.1 Net JHS Enrolment Rate (Girls),75.8,1.4.
Region 1: Ilocos Region,2010,1.4.1 Net JHS Enrolment Rate (Girls),81.19,1.4.
Region 1: Ilocos Region,2011,1.4.1 Net JHS Enrolment Rate (Girls),80.92,1.4.
Region 1: Ilocos Region,2012,1.4.1 Net JHS Enrolment Rate (Girls),82.5,1.4.
Region 1: Ilocos Region,2013,1.4.1 Net JHS Enrolment Rate (Girls),84.51,1.4.
Region 1: Ilocos Region,2014,1.4.1 Net JHS Enrolment Rate (Girls),83.98,1.4.
Region 1: Ilocos Region,2015,1.4.1 Net JHS Enrolment Rate (Girls),88.34,1.4.
Region 1: Ilocos Region,2016,1.4.1 Net JHS Enrolment Rate (Girls),89.18,1.4.
Region 1: Ilocos Region,2017,1.4.1 Net JHS Enrolment Rate (Girls),89.64,1.4.
Region 1: Ilocos Region,2018,1.4.1 Net JHS Enrolment Rate (Girls),90.68,1.4.
Region 1: Ilocos Region,2019,1.4.1 Net JHS Enrolment Rate (Girls),92.83,1.4.
Region 1: Ilocos Region,2020,1.4.1 Net JHS Enrolment Rate (Girls),92.3834,1.4.
Region 1: Ilocos Region,2021,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 1: Ilocos Region,2022,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 2: Cagayan Valley,2000,1.4.1 Net JHS Enrolment Rate (Girls),81.11,1.4.
Region 2: Cagayan Valley,2001,1.4.1 Net JHS Enrolment Rate (Girls),65.09,1.4.
Region 2: Cagayan Valley,2002,1.4.1 Net JHS Enrolment Rate (Girls),64.97,1.4.
Region 2: Cagayan Valley,2003,1.4.1 Net JHS Enrolment Rate (Girls),67.36,1.4.
Region 2: Cagayan Valley,2004,1.4.1 Net JHS Enrolment Rate (Girls),66.71,1.4.
Region 2: Cagayan Valley,2005,1.4.1 Net JHS Enrolment Rate (Girls),64.95,1.4.
Region 2: Cagayan Valley,2006,1.4.1 Net JHS Enrolment Rate (Girls),64.42,1.4.
Region 2: Cagayan Valley,2007,1.4.1 Net JHS Enrolment Rate (Girls),64.55,1.4.
Region 2: Cagayan Valley,2008,1.4.1 Net JHS Enrolment Rate (Girls),63.36,1.4.
Region 2: Cagayan Valley,2009,1.4.1 Net JHS Enrolment Rate (Girls),72.81,1.4.
Region 2: Cagayan Valley,2010,1.4.1 Net JHS Enrolment Rate (Girls),75.51,1.4.
Region 2: Cagayan Valley,2011,1.4.1 Net JHS Enrolment Rate (Girls),76.51,1.4.
Region 2: Cagayan Valley,2012,1.4.1 Net JHS Enrolment Rate (Girls),77.5,1.4.
Region 2: Cagayan Valley,2013,1.4.1 Net JHS Enrolment Rate (Girls),78.74,1.4.
Region 2: Cagayan Valley,2014,1.4.1 Net JHS Enrolment Rate (Girls),78.46,1.4.
Region 2: Cagayan Valley,2015,1.4.1 Net JHS Enrolment Rate (Girls),83.5,1.4.
Region 2: Cagayan Valley,2016,1.4.1 Net JHS Enrolment Rate (Girls),84.53,1.4.
Region 2: Cagayan Valley,2017,1.4.1 Net JHS Enrolment Rate (Girls),86.24,1.4.
Region 2: Cagayan Valley,2018,1.4.1 Net JHS Enrolment Rate (Girls),89.01,1.4.
Region 2: Cagayan Valley,2019,1.4.1 Net JHS Enrolment Rate (Girls),93.13,1.4.
Region 2: Cagayan Valley,2020,1.4.1 Net JHS Enrolment Rate (Girls),97.0227,1.4.
Region 2: Cagayan Valley,2021,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 2: Cagayan Valley,2022,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 3: Central Luzon,2000,1.4.1 Net JHS Enrolment Rate (Girls),76.58,1.4.
Region 3: Central Luzon,2001,1.4.1 Net JHS Enrolment Rate (Girls),71.02,1.4.
Region 3: Central Luzon,2002,1.4.1 Net JHS Enrolment Rate (Girls),72.04,1.4.
Region 3: Central Luzon,2003,1.4.1 Net JHS Enrolment Rate (Girls),73.65,1.4.
Region 3: Central Luzon,2004,1.4.1 Net JHS Enrolment Rate (Girls),74.31,1.4.
Region 3: Central Luzon,2005,1.4.1 Net JHS Enrolment Rate (Girls),73.22,1.4.
Region 3: Central Luzon,2006,1.4.1 Net JHS Enrolment Rate (Girls),72.99,1.4.
Region 3: Central Luzon,2007,1.4.1 Net JHS Enrolment Rate (Girls),74.48,1.4.
Region 3: Central Luzon,2008,1.4.1 Net JHS Enrolment Rate (Girls),74.63,1.4.
Region 3: Central Luzon,2009,1.4.1 Net JHS Enrolment Rate (Girls),72.39,1.4.
Region 3: Central Luzon,2010,1.4.1 Net JHS Enrolment Rate (Girls),78.97,1.4.
Region 3: Central Luzon,2011,1.4.1 Net JHS Enrolment Rate (Girls),79.3,1.4.
Region 3: Central Luzon,2012,1.4.1 Net JHS Enrolment Rate (Girls),80.19,1.4.
Region 3: Central Luzon,2013,1.4.1 Net JHS Enrolment Rate (Girls),82.67,1.4.
Region 3: Central Luzon,2014,1.4.1 Net JHS Enrolment Rate (Girls),82.48,1.4.
Region 3: Central Luzon,2015,1.4.1 Net JHS Enrolment Rate (Girls),86.42,1.4.
Region 3: Central Luzon,2016,1.4.1 Net JHS Enrolment Rate (Girls),87.52,1.4.
Region 3: Central Luzon,2017,1.4.1 Net JHS Enrolment Rate (Girls),87.46,1.4.
Region 3: Central Luzon,2018,1.4.1 Net JHS Enrolment Rate (Girls),88.83,1.4.
Region 3: Central Luzon,2019,1.4.1 Net JHS Enrolment Rate (Girls),91.57,1.4.
Region 3: Central Luzon,2020,1.4.1 Net JHS Enrolment Rate (Girls),89.9462,1.4.
Region 3: Central Luzon,2021,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 3: Central Luzon,2022,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 4A: CALABARZON,2000,1.4.1 Net JHS Enrolment Rate (Girls),74.24,1.4.
Region 4A: CALABARZON,2001,1.4.1 Net JHS Enrolment Rate (Girls),70.46,1.4.
Region 4A: CALABARZON,2002,1.4.1 Net JHS Enrolment Rate (Girls),72.05,1.4.
Region 4A: CALABARZON,2003,1.4.1 Net JHS Enrolment Rate (Girls),74.38,1.4.
Region 4A: CALABARZON,2004,1.4.1 Net JHS Enrolment Rate (Girls),75.33,1.4.
Region 4A: CALABARZON,2005,1.4.1 Net JHS Enrolment Rate (Girls),73.53,1.4.
Region 4A: CALABARZON,2006,1.4.1 Net JHS Enrolment Rate (Girls),75.61,1.4.
Region 4A: CALABARZON,2007,1.4.1 Net JHS Enrolment Rate (Girls),78.22,1.4.
Region 4A: CALABARZON,2008,1.4.1 Net JHS Enrolment Rate (Girls),79.14,1.4.
Region 4A: CALABARZON,2009,1.4.1 Net JHS Enrolment Rate (Girls),71.2,1.4.
Region 4A: CALABARZON,2010,1.4.1 Net JHS Enrolment Rate (Girls),74.8,1.4.
Region 4A: CALABARZON,2011,1.4.1 Net JHS Enrolment Rate (Girls),76.85,1.4.
Region 4A: CALABARZON,2012,1.4.1 Net JHS Enrolment Rate (Girls),78.39,1.4.
Region 4A: CALABARZON,2013,1.4.1 Net JHS Enrolment Rate (Girls),79.69,1.4.
Region 4A: CALABARZON,2014,1.4.1 Net JHS Enrolment Rate (Girls),79.42,1.4.
Region 4A: CALABARZON,2015,1.4.1 Net JHS Enrolment Rate (Girls),85.25,1.4.
Region 4A: CALABARZON,2016,1.4.1 Net JHS Enrolment Rate (Girls),86.46,1.4.
Region 4A: CALABARZON,2017,1.4.1 Net JHS Enrolment Rate (Girls),87.21,1.4.
Region 4A: CALABARZON,2018,1.4.1 Net JHS Enrolment Rate (Girls),89.97,1.4.
Region 4A: CALABARZON,2019,1.4.1 Net JHS Enrolment Rate (Girls),91.62,1.4.
Region 4A: CALABARZON,2020,1.4.1 Net JHS Enrolment Rate (Girls),88.3569,1.4.
Region 4A: CALABARZON,2021,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 4A: CALABARZON,2022,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 5: Bicol Region,2000,1.4.1 Net JHS Enrolment Rate (Girls),67.88,1.4.
Region 5: Bicol Region,2001,1.4.1 Net JHS Enrolment Rate (Girls),59.8,1.4.
Region 5: Bicol Region,2002,1.4.1 Net JHS Enrolment Rate (Girls),60.81,1.4.
Region 5: Bicol Region,2003,1.4.1 Net JHS Enrolment Rate (Girls),61.76,1.4.
Region 5: Bicol Region,2004,1.4.1 Net JHS Enrolment Rate (Girls),62.36,1.4.
Region 5: Bicol Region,2005,1.4.1 Net JHS Enrolment Rate (Girls),59.88,1.4.
Region 5: Bicol Region,2006,1.4.1 Net JHS Enrolment Rate (Girls),60.77,1.4.
Region 5: Bicol Region,2007,1.4.1 Net JHS Enrolment Rate (Girls),62.01,1.4.
Region 5: Bicol Region,2008,1.4.1 Net JHS Enrolment Rate (Girls),61.13,1.4.
Region 5: Bicol Region,2009,1.4.1 Net JHS Enrolment Rate (Girls),61.07,1.4.
Region 5: Bicol Region,2010,1.4.1 Net JHS Enrolment Rate (Girls),64.44,1.4.
Region 5: Bicol Region,2011,1.4.1 Net JHS Enrolment Rate (Girls),67.74,1.4.
Region 5: Bicol Region,2012,1.4.1 Net JHS Enrolment Rate (Girls),68.22,1.4.
Region 5: Bicol Region,2013,1.4.1 Net JHS Enrolment Rate (Girls),71.41,1.4.
Region 5: Bicol Region,2014,1.4.1 Net JHS Enrolment Rate (Girls),71.25,1.4.
Region 5: Bicol Region,2015,1.4.1 Net JHS Enrolment Rate (Girls),78.37,1.4.
Region 5: Bicol Region,2016,1.4.1 Net JHS Enrolment Rate (Girls),79.33,1.4.
Region 5: Bicol Region,2017,1.4.1 Net JHS Enrolment Rate (Girls),81.86,1.4.
Region 5: Bicol Region,2018,1.4.1 Net JHS Enrolment Rate (Girls),87.51,1.4.
Region 5: Bicol Region,2019,1.4.1 Net JHS Enrolment Rate (Girls),86.59,1.4.
Region 5: Bicol Region,2020,1.4.1 Net JHS Enrolment Rate (Girls),79.4398,1.4.
Region 5: Bicol Region,2021,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 5: Bicol Region,2022,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 6: Western Visayas,2000,1.4.1 Net JHS Enrolment Rate (Girls),62.63,1.4.
Region 6: Western Visayas,2001,1.4.1 Net JHS Enrolment Rate (Girls),63.76,1.4.
Region 6: Western Visayas,2002,1.4.1 Net JHS Enrolment Rate (Girls),62.88,1.4.
Region 6: Western Visayas,2003,1.4.1 Net JHS Enrolment Rate (Girls),63.69,1.4.
Region 6: Western Visayas,2004,1.4.1 Net JHS Enrolment Rate (Girls),63.01,1.4.
Region 6: Western Visayas,2005,1.4.1 Net JHS Enrolment Rate (Girls),60.99,1.4.
Region 6: Western Visayas,2006,1.4.1 Net JHS Enrolment Rate (Girls),58.85,1.4.
Region 6: Western Visayas,2007,1.4.1 Net JHS Enrolment Rate (Girls),59.21,1.4.
Region 6: Western Visayas,2008,1.4.1 Net JHS Enrolment Rate (Girls),59.08,1.4.
Region 6: Western Visayas,2009,1.4.1 Net JHS Enrolment Rate (Girls),61.36,1.4.
Region 6: Western Visayas,2010,1.4.1 Net JHS Enrolment Rate (Girls),67.6,1.4.
Region 6: Western Visayas,2011,1.4.1 Net JHS Enrolment Rate (Girls),68.82,1.4.
Region 6: Western Visayas,2012,1.4.1 Net JHS Enrolment Rate (Girls),69.73,1.4.
Region 6: Western Visayas,2013,1.4.1 Net JHS Enrolment Rate (Girls),71.69,1.4.
Region 6: Western Visayas,2014,1.4.1 Net JHS Enrolment Rate (Girls),71.59,1.4.
Region 6: Western Visayas,2015,1.4.1 Net JHS Enrolment Rate (Girls),81.36,1.4.
Region 6: Western Visayas,2016,1.4.1 Net JHS Enrolment Rate (Girls),80.81,1.4.
Region 6: Western Visayas,2017,1.4.1 Net JHS Enrolment Rate (Girls),82.66,1.4.
Region 6: Western Visayas,2018,1.4.1 Net JHS Enrolment Rate (Girls),89.21,1.4.
Region 6: Western Visayas,2019,1.4.1 Net JHS Enrolment Rate (Girls),89.96,1.4.
Region 6: Western Visayas,2020,1.4.1 Net JHS Enrolment Rate (Girls),91.3535,1.4.
Region 6: Western Visayas,2021,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 6: Western Visayas,2022,1.4.1 Net JHS Enrolment Rate (Girls),,1.4.
Region 7: Central Visayas,2000,1.4.1 Net JHS Enrolment Rate (Girls),74.84,1.4.
Region 7: Central Visayas,2001,1.4.1 Net JHS Enrolment Rate (Girls),60.3,1.4.
Region 7: Central Visayas,2002,1.4.1 Net JHS Enrolment Rate (Girls),62.5,1.4.
Region 7: Central Visayas,2003,1.4.1 Net JHS Enrolment Rate (Girls),63.97,1.4.
Region 7: Central Visayas,2004,1.4.1 Net JHS Enrolment Rate (Girls),62.86,1.4.
Region 7: Central Visayas,2005,1.4.1 Net JHS Enrolment Rate (Girls),60.69,1.4.
Region 7: Central Visayas,2006,1.4.1 Net JHS Enrolment Rate (Girls),59.56,1.4.
Region 7: Central Visayas,2007,1.4.1 Net JHS Enrolment Rate (Girls),60.63,1.4.
Region 7: Central Visayas,2008,1.4.1 Net JHS Enrolment Rate (Girls),60.96,1.4.
Region 7: Central Visayas,2009,1.4.1 Net JHS Enrolment Rate (Girls),63.46,1.4.
Region 7: Central Visayas,2010,1.4.1 Net JHS Enrolment Rate (Girls),68.09,1.4.
Region 7: Central Visayas,2011,1.4.1 Net JHS Enrolment Rate (Girls),67.94,1.4.
Region 7: Central Visayas,2012,1.4.1 Net JHS Enrolment Rate (Girls),70.8,1.4.
Region 7: Central Visayas,2013,1.4.1 Net JHS Enrolment Rate (Girls),75.26,1.4.
Region 7: Central Visayas,2014,1.4.1 Net JHS Enrolment Rate (Girls),75.2,1.4.
Region 7: Central Visayas,2015,1.4.1 Net JHS Enrolment Rate (Girls),83.37,1.4.
Region 7: Central Visayas,2016,1.4.1 Net JHS Enrolment Rate (Girls),83.73,1.4.
Region 7: Central Visayas,2017,1.4.1 Net JHS Enrolment Rate (Girls),85.53,1.4.
Region 7: Central Visayas,2018,1.4.1 Net JHS Enrolment Rate (Girls),93.34,1.4.
Region 7: Central Visayas,2019,1.4.1 Net JHS Enrolment Rate (Girls),93.97,1.4.
